nome_fantasia,razao_social,cep,lat,long,bairro,endereco
BUCHADA'S BAR E RESTAURANTE,LEANDRO MARCOS DE SANTANA SANTOS RESTAURANTE LTDA,50060230,-8.0630292,-34.888571,BOA VISTA,"RUA DA SANTA CRUZ, 10"
BUDEGA CHINESA,BUDEGA CHINESA RESTAURANTE LTDA,50740520,-8.0463962,-34.9514697,CIDADE UNIVERSITARIA,"AVENIDA PROF ARTUR DE SA, 1181"
BUDEGA DO MEU LINDO,VALDEVINO MONTEIRO DIAS DA SILVA,51350460,-8.1090021,-34.9248066,IPSEP,"RUA ADERBAL DE MELO, 251"
BUDEGA DO MEU LINDO PRAIA,BUDEGA DO MEU LINDO PRAIA LTDA,51350460,-8.1089788,-34.9251023,IPSEP,"RUA ADERBAL DE MELO, 209"
BULLS HAMBURGUERIA,BULLS HAMBURGUERIA RECIFE LTDA,51011030,-8.0974133,-34.8853486,PINA,"AVENIDA CONS AGUIAR, 802"
BUON BEER BURGER,BUONGUSTAIO RESTAURANTE E HAMBURGUERIA LTDA,51011030,-8.098391,-34.8858024,PINA,"AVENIDA CONS AGUIAR, 916"
BUONGUSTAIO,BRASSATO GRILL REFEICOES E LANCHES LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
BUONGUSTAIO,VIVA REFEICOES E LANCHES LTDA,51011030,-8.0984833,-34.8857385,PINA,"AVENIDA CONSELHEIRO AGUIAR, 914"
BURGER BOX,BURGER BOX RESTAURANTE LTDA,51030300,-8.1322867,-34.9088925,BOA VIAGEM,"RUA BARAO DE SOUZA LEAO, 1000"
BURGUER DO NO BOA VIAGEM,O BODE DO NO LTDA,51030020,-8.1298025,-34.9027656,BOA VIAGEM,"RUA VISCONDE DE JEQUITINHONHA, 106"
BURGUER DO NO RIO MAR,O BODE DO NO LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
CA-JA,CA JA ALIMENTACAO E EVENTOS LTDA,52050030,-8.0380013,-34.8976617,AFLITOS,"RUA CARNEIRO VILELA, 648"
CA-JA,CA JU - ALIMENTACAO E EVENTOS LTDA,52050033,-8.038041,-34.897576,AFLITOS,"RUA CARNEIRO VILELA, 638"
CACHACARIA TRADICAO,MACEDOS BAR E RESTAURANTE LTDA,52011050,-8.0448258,-34.8989957,GRACAS,"RUA AMELIA, 422"
CAFE COM DENGO,VALENCA E CAVALCANTI CAFETERIA E RESTAURANTE LTDA,52050565,-8.0358812,-34.898364,ROSARINHO,"RUA DESEMBARGADOR MARTINS PEREIRA, 45"
CAFE SBI,CAFE SBI LTDA,50070455,-8.0633547,-34.8951757,PAISSANDU,"RUA DOUTOR JOAO ASFORA, 26"
CAFE VERDE MEMORIAL STAR,CAFE VERDE DA QUINTA LTDA,50070205,-8.0595997,-34.8943099,BOA VISTA,"RUA PAISSANDU, 300"
CAHU SUSHI BAR,CAHU SUHI BAR LTDA,51021140,-8.1244591,-34.9076382,BOA VIAGEM,"RUA JONATHAS DE VASCONCELOS, 355"
CAIS RESTAURANTE,CAIS LUIZ RESTAURANTE LTDA,50070450,-7.5617238,-34.9952357,ILHA DO LEITE,"RUA RUA FREI MATIAS TEVES, 280"
CAIS RESTAURANTE,CAIS RESTAURANTE RECIFE LTDA,50070465,-8.0639574,-34.8956929,ILHA DO LEITE,"RUA FREI MATIAS TEVIS, 280"
CAKE & BAKE,C & B FABRICACAO E COMERCIO DE ALIMENTOS LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
CAKE & BAKE,CAKE & BAKE FABRICACAO E COMERCIO DE ALIMENTOS LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
CALCADA DO SABOR,RESTAURANTE CALCADA DO SABOR LTDA,50020290,-8.0700341,-34.8796752,SAO JOSE,"RUA DAS CALCADAS, 294"
CALCADA DO SABOR ALIMENTOS,C.D.S. ALIMENTACAO LTDA,50020290,-8.0700341,-34.8796752,SAO JOSE,"RUA DAS CALCADAS, 294"
CALDINHO CORISCO E DADA,GLAUCIA FERNANDA DE ARRUDA SILVA,52061020,-8.0287586,-34.9221334,CASA AMARELA,"RUA ENGENHEIRO OSCAR FERREIRA, 336"
CAMARADA,AURINETE MARIA DA SILVA RESTAURANTE,51011550,-8.1009624,-34.8864081,BOA VIAGEM,"RUA BALTAZAR PEREIRA, 130"
CAMARADA CAMARAO,DRUMATTOS BRASIL ADMINISTRACAO DE RESTAURANTES LTDA,51020900,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
CAMARAO & CIA,KMOTA RESTAURANTES LTDA,50110000,-8.0380464,-34.8719356,SANTO AMARO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 153"
CAMARAO & CIA,JOAO E JUNIOR RESTAURANTE LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
CAMARAO CAMARADA,CAMARADA RM RESTAURANTE LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
CAMARAO E C&A,N W S DOS SANTOS LTDA,50060001,-8.0570275,-34.891288,SOLEDADE,"AVENIDA CONDE DA BOA VISTA, 610"
CAMARAO E C&A,MATTOS COMERCIO DE ALIMENTOS LTDA,50060001,-8.0570275,-34.891288,SOLEDADE,"AVENIDA CONDE DA BOA VISTA, 610"
CAMARETUS,CAMARETUS RESTAURANTES E SIMILARES LTDA,50630810,-8.0605456,-34.9281741,CORDEIRO,"AVENIDA ENGENHEIRO ABDIAS DE CARVALHO, 2910"
CANDELLABRO PIZZARIA,FEHU PIZZARIA LTDA,52070230,-8.0266506,-34.9169633,CASA AMARELA,"ESTRADA DO ARRAIAL, 3310"
CANECA FINA,RESTAURANTE CANECA FINA LTDA,50610090,-8.0510054,-34.9067524,MADALENA,"AVENIDA VISCONDE DE ALBUQUERQUE, 807"
CANGACEIROS DO SERTAO BAR E RESTAURANTE,CANGACEIROS DO SERTAO BAR E RESTAURANTE LTDA,51021370,-8.1272192,-34.9097403,BOA VIAGEM,"RUA DOM JOSE LOPES, 1200"
CANTINA,RAYANNE R LIMA CANTINA,50610170,-8.0547781,-34.9077568,MADALENA,"RUA LOPES DE CARVALHO, 244"
CANTINA E PIZZARIA DI LUIGI,CANTINA E PIZZARIA DI LUIGI LTDA,51021510,-8.1298508,-34.9031334,BOA VIAGEM,"RUA DONA MAGINA PONTUAL, 48"
CANTINA VEGETARIANA,LODILIA RESTAURANTE LTDA,50761060,-8.0651596,-34.9295538,SAN MARTIN,"RUA ARSENIO CALACA, 102"
CANTINHO DA LIA,CANTINHO DA LIA RESTAURANTE LTDA,50050540,-8.0507063,-34.8890635,SANTO AMARO,"AVENIDA VISCONDE DE SUASSUNA, 841"
CANTINHO NORDESTINO,CANTINHO NORDESTINO LTDA,50070410,-8.0635466,-34.8939856,ILHA DO LEITE,"RUA JORNALISTA TRAJANO CHACON, 328"
CAPI GASTRO BAR,45.575.927 LTDA,52011180,-8.0499617,-34.9025772,GRACAS,"RUA JACOBINA, 58"
CAPILE RESTAURANTE E COMENDORIA,ROBSON LINS FERREIRA LTDA,50060001,-8.0570275,-34.891288,SOLEDADE,"AVENIDA CONDE DA BOA VISTA, 610"
CAPRINOS RESTAURANTE BAR,CAPRINOS RESTAURANTE BAR LTDA,52041040,-8.0317115,-34.8981683,TAMARINEIRA,"RUA GENERAL ABREU E LIMA, 407"
CARNE DE SOL DO MATUTO,CARNE DE SOL DO MATUTO LTDA,50640200,-8.0594426,-34.9295412,CORDEIRO,"RUA TAMBORIL, 11"
CARNE DI MANZO,F J A RESTAURANTE LTDA,50050055,-8.0580685,-34.879896,SANTO AMARO,"RUA DA UNIAO, 557"
CASA BRANCA,SJ RESTAURANTE LTDA,51150390,-8.1087207,-34.9095144,IMBIRIBEIRA,"RUA IPOMEIA, 56"
CASA CARDEAL FESTAS E RECEPCOES LTDA,CASA CARDEAL FESTAS E RECEPCOES LTDA,50900090,-8.0902187,-34.9385858,BARRO,"PRACA BERNARDO VIEIRA DE MELO, 260"
CASA CARDEAL RECEPCOES LTDA,CASA CARDEAL RECEPCOES LTDA,50780010,-8.0922899,-34.9359217,AREIAS,"RUA IPOJUCA, 664"
CASA CHACON,CASA CHACON RESTAURANTE LTDA,52061400,-8.0376684,-34.919552,POCO,"RUA DO CHACON, 40"
CASA CHINA GOLD,OAD RESTAURANTE LTDA,51150600,-8.1294299,-34.9151015,BOA VIAGEM,"RUA DO MEIO, 5125"
CASA CHINA RESTAURANTE II,AO RESTAURANTE LTDA,51150600,-8.1294299,-34.9151015,BOA VIAGEM,"RUA DO MEIO, 5125"
CASA DA PRAIA RESTAURANTE,CASA DA PRAIA RESTAURANTE LTDA,51030320,-8.1399137,-34.9053874,BOA VIAGEM,"RUA DOUTOR LUIZ INACIO PESSOA DE MELO, 81"
CASA DE PANO,RESTAURANTE CASA DE PANO REFEICOES E EVENTOS LTDA,50020570,-8.0663454,-34.8773816,SANTO ANTONIO,"RUA DO LIVRAMENTO, 99"
CASA DE PANO,NUBIA CRISTALINA CARNEIRO MELO DE OLIVEIRA,50020330,-8.0692643,-34.8787303,SAO JOSE,"RUA SANTA CECILIA, 97"
CASA DE PANO,RESTAURANTE CASA DE PANO LTDA,50020320,-8.0704097,-34.8783961,SAO JOSE,"RUA SANTA RITA, 194"
CASA DE SHOWS,JOSE B. OLIVEIRA FILHO,50771070,-8.0900483,-34.9244036,ESTANCIA,"RUA PRINCIPE DA BEIRA, 131"
CASA DO GAUCHO,RESTAURANTE CASA DO GAUCHO LIMITADA,51160030,-8.1101428,-34.905218,IMBIRIBEIRA,"RUA MOISES CORREA SILVA, 41"
CASA DO GUAIAMUM,SAMPAIO & SA LTDA,52061020,-8.0289058,-34.9221757,CASA AMARELA,"RUA ENGENHEIRO OSCAR FERREIRA, 330"
CASA DOS SUCOS,CASA DOS SUCOS REFEICOES LTDA,51021020,-8.1238952,-34.8990404,BOA VIAGEM,"AVENIDA CONS AGUIAR, 4200"
CASA GUANABARA,CASA GUANABARA BAR E RESTAURANTE LTDA,52011180,-8.0502118,-34.9024578,GRACAS,"RUA JACOBINA, 106"
CASA IBERICA,SM CASA IBERICA LTDA,52070005,-8.0288991,-34.9212122,CASA AMARELA,"RUA PROFESSOR ALVARO LIMA, 35"
CASA MAR RESTAURANTE BISTRO,CASA MAR RESTAURANTE BISTRO LTDA,51030320,-8.1399137,-34.9053874,BOA VIAGEM,"RUA DOUTOR LUIZ INACIO PESSOA DE MELO, 81"
CASA MORIM,M. A. DE OLIVEIRA MORIM COMERCIO E SERVICOS DE ALIMENTACAO,50741170,-8.04822,-34.9569496,VARZEA,"RUA TEIXEIRA DE FREITAS, 77"
CASA ROSA,SERGIO MAURO DE MENDOCA CAMPOS,50050540,-8.0538351,-34.8846464,SANTO AMARO,"AVENIDA VISCONDE DE SUASSUNA, 293"
CASA ROSA SELF SERVICE,ELIZABETE R DE ARAUJO REFEICOES,50040080,-8.0529478,-34.8793769,SANTO AMARO,"RUA CAPITAO LIMA, 326"
CASA TOM,CHURRASCARIA E PIZZARIA CASA TOM LTDA,52040180,-8.0266061,-34.8826768,CAMPO GRANDE,"RUA JERONIMO VILELA, 633"
CASAL FELIZ BAR E RESTAURANTE,DEMETRIO NICOLAU DA SILVA,51350260,-8.112628,-34.9226743,BOA VIAGEM,"RUA CEL ANIZIO R COELHO, 803"
CASTELO JK,OKLAHOMA ALIMENTOS LTDA.,50741430,-8.0555179,-34.9592396,VARZEA,"RUA MARIO CAMPELO, 700"
CAXINGUELE,BEZERRA & FISHER LTDA,51020240,-8.1151122,-34.89709,BOA VIAGEM,"RUA ANTONIO FALCAO, 467"
CECILIA CUCINA,ALABAMA ALIMENTOS LTDA,50090040,-8.0740058,-34.8828354,SAO JOSE,"AVENIDA ENGENHEIRO JOSE ESTELITA, 862"
CELIA LANCHES,CELIA PONTES DE OLIVEIRA LANCHES,50750265,-8.0651906,-34.9069495,ILHA DO RETIRO,"ESTRADA DOS REMEDIOS, 1700"
CENTRAL DA PICANHA,WEDEN BEZERRA DA SILVA,51011480,-8.0979188,-34.8879519,PINA,"RUA TOME GIBSON, 424"
CENTRAL DO CAMARAO RESTAURANTE,RESTAURANTE CENTRAL DO CAMARAO LTDA,50800075,-8.0304496,-34.9447066,CAXANGA,"RUA MINISTRO JOAO ALBERTO, 619"
CERVEJA & PARRILHA,53.193.260 LTDA,51111080,-8.1090877,-34.8898593,BOA VIAGEM,"RUA DOS NAVEGANTES, 2911"
CHALE.92 GOURMET,QUINTALL COMEDORIA RESTAURANTE LTDA,50050230,-8.053454,-34.8934005,BOA VISTA,"RUA PADRE INGLES, 257"
CHAMBARIL DO JUNIOR,BRUNO CESAR JOVINO LIMA DE PAULA - RESTAURANTE,50050490,-8.0521262,-34.8881485,SANTO AMARO,"RUA ILDEFONSO LOPES, 24"
CHAMBARIL E FEIJOADA DO JOAO,RESTAURANTE CHAMBARIL E FEIJOADA DO JOAO LTDA,51350460,-8.1090583,-34.9256593,IPSEP,"RUA ADERBAL DE MELO, 135"
CHARQUE GOURMETT,VITORINO BAR E RESTAURANTE LTDA,50721110,-7.5617238,-34.9952357,CORDEIRO,"ESTRADA DO FORTE DO ARRAIAL N. DO B. JESUS, 164"
CHE COMEDORIA E BAR,J J DA CONCEICAO RESTAURANTE LTDA,50050025,-8.0597316,-34.8819437,BOA VISTA,"RUA DA SAUDADE, 209"
CHEF PLATAO 2,PORTO LIVRE EMPREENDIMENTOS LTDA,50740467,-8.0525748,-34.9554751,CIDADE UNIVERSITARIA,"RUA ACADEMICO HELIO RAMOS, SN"
CHICKEN TOWN RECIFE 01,COMERCIO MESTRE DO FRANGO LTDA,51030300,-8.1325095,-34.9008901,BOA VIAGEM,"RUA BARAO DE SOUZA LEAO, 75"
CHINA DRAGON,CHINA DRAGON RESTAURANTE LTDA,51170070,-8.0869944,-34.9092414,IMBIRIBEIRA,"RUA DEOLINDO TAVARES, 92"
CHINA EXPRESS,I E RODRIGUES LINS RESTAURANTE E MERCEARIA,51030715,-8.1301444,-34.9127825,IMBIRIBEIRA,"RUA CAPITAO VICENTE DA MOTA, 16"
CHINA FAST FOOD,LEE SUA SHAIA,50010090,-8.0639662,-34.8794662,SANTO ANTONIO,"RUA MATIAS DE ALBUQUERQUE, 252"
CHINA IN BOX,DMR COMERCIO DE ALIMENTOS LTDA.,50850000,-8.0811555,-34.9216569,AFOGADOS,"RUA SAO MIGUEL, 1136"
CHINA IN BOX,DMR COMERCIO DE ALIMENTOS LTDA.,51020240,-8.1138345,-34.8995899,BOA VIAGEM,"RUA ANTONIO FALCAO, 795"
CHINA IN BOX,DMR COMERCIO DE ALIMENTOS LTDA.,52050005,-8.0411024,-34.9000031,GRACAS,"RUA DO FUTURO, 425"
CHINA IN BOX,DMR COMERCIO DE ALIMENTOS LTDA.,50731000,-8.0480117,-34.9250752,CORDEIRO,"AVENIDA CAXANGA, 2000"
CHINESE HOUSE,DURAR DISTRIBUIDORES LTDA,51021020,-8.1282562,-34.9001369,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 4667"
CHING LIG,CHING LIG RESTAURANTES LTDA,51030420,-8.133664,-34.9046377,BOA VIAGEM,"RUA CAPITAO ZUZINHA, 192"
CHIQUITA BACANA,CHIQUITA BACANA RESTAURANTE LTDA,50630060,-8.0589156,-34.9252496,CORDEIRO,"AVENIDA GENERAL SAN MARTIN, S/N"
CHOPP PRADO,AC MOURA BAR E RESTAURANTE LTDA,50720650,-8.0568453,-34.918466,ZUMBI,"RUA GOMES TABORDA, 750"
CHURRASCARIA BODE DO PRIMO,LAZARO NATANAEL OLIVEIRA DE ALMEIDA RESTAURANTE,50731230,-8.0427608,-34.9340239,IPUTINGA,"RUA CAPITAO AURELIO DE ARAUJO, 53"
CHURRASCARIA BOI NO BAFO,BOI NO BAFO CHURRASCARIA LTDA,50710100,-8.0467057,-34.9092859,MADALENA,"RUA REAL DA TORRE, 1168"
CHURRASCARIA DOIS IRMAOS,JULIO CESAR G. DE LIMA - RESTAURANTE,51030460,-8.132964,-34.9051754,BOA VIAGEM,"RUA ALDEMAR DA COSTA ALMEIDA, 143"
CHURRASCARIA E PIZZARIA BERRA BOI,MARCELO SOARES DE MENDONCA LTDA,50870015,-8.0904831,-34.9350285,AREIAS,"AVENIDA DOUTOR JOSE RUFINO, 1292"
CHURRASCARIA E PIZZARIA BRAZZETTUS,E F DA SILVA RESTAURANTES LTDA,51130120,-8.1417556,-34.9148637,BOA VIAGEM,"AVENIDA VINTE DE JANEIRO, 1019"
CHURRASCARIA E PIZZARIA TEMPERO DO BETO,J. A. L. CHURRASCARIA E PIZZARIA LTDA,50791450,-8.0809421,-34.9688468,TOTO,"RUA JUVENCIO MARQUES DA CUNHA, 149"
CHURRASCARIA JARDIM,J G DOS SANTOS CHURRASCARIA,52040000,-8.0321552,-34.8828527,CAMPO GRANDE,"ESTRADA DE BELEM, 1035"
CHURRASCARIA MAMINHA NA BRASA,CHURRASCARIA MAMINHA NA BRASA LTDA,50930000,-8.0900366,-34.953915,TEJIPIO,"AVENIDA DOUTOR JOSE RUFINO, 3254"
CHURRASCARIA MUSTANG,W W RESTAURANTE LTDA,50070075,-8.0592331,-34.8879208,BOA VISTA,"RUA JOSE DE ALENCAR, 44"
CHURRASCARIA O LACADOR,CHURRASCARIA PERNAMBUCANA LTDA,51030020,-8.1302383,-34.9029151,BOA VIAGEM,"RUA VISC DE JEQUITINHONHA, 138"
CHURRASCARIA PAJUCARA,LUIZA EMILIA NOGUEIRA A DA C MARTINS LTDA,51190730,-8.0945424,-34.929244,AREIAS,"AVENIDA RECIFE, 936"
CHURRASCARIA PAJUCARA,TAYNA MARTINS ARAUJO SILVA LTDA,51021060,-8.127167,-34.9019027,BOA VIAGEM,"AVENIDA FERNANDO SIMOES BARBOSA, 332"
CHURRASCARIA PAJUCARA,CHURRASCARIA PAJUCARA LTDA,51020390,-8.1217883,-34.9015321,BOA VIAGEM,"RUA FERNANDO SIMOES BARBOSA, 332"
CHURRASCARIA PARAIBANA,MARCONEZIO L DE MEDEIROS LTDA,50630200,-8.0510838,-34.9241907,CORDEIRO,"RUA SERIEMA, 18"
CHURRASCARIA PARANAENSE,CHURRASCARIA PARANAENSE LTDA,50070075,-8.0609247,-34.88853,BOA VISTA,"RUA JOSE DE ALENCAR, 305"
CHURRASCO DO DINHO,A.C.V MACHADO LTDA,50770120,-8.0791745,-34.9069314,AFOGADOS,"ESTRADA DOS REMEDIOS, 115"
CIA DO CHURRASCO,NEO CHURRASCO COMERCIO DE ALIMENTOS E BEBIDAS LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
CIA DOS DOCES,MERCANTIL CAMPELO BARATA LTDA,50010110,-8.0647004,-34.8792392,SANTO ANTONIO,"RUA DAS FLORES, 72"
CICERO BAR E RESTAURANTE,R & C COMEDORIA LTDA,50820590,-8.0755022,-34.9113867,AFOGADOS,"RUA DOUTOR ADELINO, 41"
CIPO NATIVO,CIPO NATIVO PIZZA BAR LTDA,51021090,-8.1239026,-34.9046047,BOA VIAGEM,"RUA DR JOAO GUILHERMES PONTES SOBRINHO, 245"
CLAUDETE DA SILVA TUBIAS REFEICOES,CLAUDETE DA SILVA TUBIAS REFEICOES LTDA,51030060,-8.1432589,-34.9107872,BOA VIAGEM,"RUA JOSE HIPOLITO CARDOSO, 570"
CLAUDINO E MARIA BONITA SELF SERVICE,CLAUDINO E MARIA BONITA BAR E RESTAURANTE LTDA,51020020,-8.1156448,-34.8941351,BOA VIAGEM,"AVENIDA CONS AGUIAR, 2983"
CLUB PIGALLE,BAR E RESTAURANTE CLUB PIGALLE LTDA,51011480,-8.0980506,-34.8876469,PINA,"RUA TOME GIBSON, 376"
CO.WOK,FMLV RESTAURANTE LTDA,50610170,-8.0548087,-34.9058024,MADALENA,"RUA LOPES DE CARVALHO, 21"
CO.WOK,BFP RESTAURANTE LTDA,50070465,-8.0639574,-34.8956929,ILHA DO LEITE,"RUA FREI MATIAS TEVIS, 280"
COCO BAMBU RECIFE,CB RECIFE RESTAURANTE E ALIMENTOS LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
COCO BAMBU RECIFE DERBY,CB RECIFE DERBY RESTAURANTE E ALIMENTOS LTDA,52010040,-8.0552379,-34.8979077,DERBY,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 2134"
COLD FOCA,COLD FOCA ALIMENTOS LTDA,52011070,-8.0464359,-34.8977855,GRACAS,"RUA DO CUPIM, 166"
COLUMBIA SELF-SERVICE,J C CORREIA RESTAURANTE,52040000,-8.0321153,-34.8804399,CAMPO GRANDE,"ESTRADA DE BELEM, 1297"
COMADRE MARIA,CM COMERCIO DE ALIMENTOS LTDA,50610320,-8.0511937,-34.9090649,MADALENA,"RUA MENEZES DRUMOND, 84"
COMEDORIA,ALBUQUERQUE & ANDRADE COMERCIO DE ALIMENTOS LTDA,50060090,-8.058771,-34.8859344,BOA VISTA,"RUA GERVASIO PIRES, 148"
COMEDORIA 520,COMEDORIA 520 LIMITADA,51150003,-8.1124581,-34.9123093,IMBIRIBEIRA,"AVENIDA MARECHAL MASCARENHAS DE MORAES, 2309"
COMEDORIA ALTAS HORAS,COMEDORIA ALTAS HORAS LTDA,51200250,-8.1277447,-34.9164906,IBURA,"RUA PINTOR LULA CARDOSO AYRES, 102"
COMEDORIA BRISA PORTO,COMEDORIA BRISA PORTO LTDA,51210000,-8.128342,-34.9165014,IBURA,"AVENIDA MARECHAL MASCARENHAS DE MORAES, 4930"
COMEDORIA CASEIRA,EDRIELLY F PEREIRA DA SILVA,50870005,-8.0868372,-34.9310609,AREIAS,"AVENIDA DOUTOR JOSE RUFINO, 1275"
COMEDORIA DA TIA DALVA,LUCAS ANTONIO ALVES BOULITREAU,50761020,-8.0700647,-34.929521,SAN MARTIN,"RUA ITAPORANGA, 524"
COMEDORIA DO JOTA,JONATHAN SILVA ALVES DE OLIVEIRA RESTAURANTE,50020040,-8.0688026,-34.8799611,SAO JOSE,"RUA DA PALMA, 501"
COMEDORIA DO PARQUE,COMEDORIA DO PARQUE LTDA,52020015,-8.0469087,-34.894739,ESPINHEIRO,"RUA DA HORA, 330"
COMEDORIA DO SITIO,BRUNO FERRAZ DE RANGEL MOREIRA RESTAURANTE,52051395,-8.0250032,-34.912979,CASA AMARELA,"RUA DA HARMONIA, 192"
COMEDORIA FOGAO DE LENHA IMBIRIBEIRA,J & N COMEDORIA FOGAO DE LENHA IMBIRIBEIRA LTDA,51200040,-8.1076577,-34.9151084,IMBIRIBEIRA,"RUA CACHOEIRA, 72"
COMEDORIA PRIME,FLAVIO ALEXANDRE DE MELO FONTES LTDA,51230000,-8.1091537,-34.9352524,IBURA,"AVENIDA DOIS RIOS, 1160"
COMEDORIA PRIME TORRE,SILVA COMERCIO VAREJISTA DE ARTIGOS DO LAR LTDA,50710150,-8.045158,-34.9077851,TORRE,"RUA BENJAMIN CONSTANT, 52"
COMEDORIA VISCONDESSA,COMEDORIA VISCONDESSA SERVICOS DE ALIMENTACAO LTDA,52010065,-8.0606519,-34.899154,DERBY,"RUA VIS DO LIVRAMENTO, 98"
COMENDORIA DO MAR,VIVIANE ALCOFORADO VAZ,52030090,-8.0376939,-34.887361,ENCRUZILHADA,"RUA ANTONIO RANGEL, 248"
COMILAO,COMILAO COMERCIO LTDA,51020360,-8.118117,-34.9061832,BOA VIAGEM,"RUA DOM JOAO VI, 40"
COMOCAFE COMEDORIA,LUCAS DANIEL A. RAMOS,50070585,-8.0650477,-34.8915327,COELHOS,"RUA DO JASMIM, 196"
COMPANHIA DO CHURRASCO,ALMEIDA & SAMPAIO COMERCIO DE ALIMENTOS LTDA,52060615,-8.0369652,-34.9126464,PARNAMIRIM,"RUA DR JOAO SANTOS FILHO, 255"
COMPANHIA DO CHURRASCO,COMPANHIA DO CHURRASCO RECIFE LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
COMPANHIA DO CHURRASCO,G C MARQUES LISBOA LTDA,50050265,-8.0570275,-34.891288,SOLEDADE,"AVENIDA CONDE DA BOA VISTA, 610"
CONFRARIA,CARLOS ANTONIO DELIVERY DE ALIMENTOS LTDA,52041539,-8.03407,-34.8908805,ENCRUZILHADA,"RUA FREDERICO, 82"
CONFRARIA DO AMERICANO,CONFRARIA DO AMERICANO LTDA,52050345,-8.0408648,-34.8972877,AFLITOS,"AVENIDA CONSELHEIRO ROSA E SILVA, 1086"
CONFRARIA DO LELO,MAQUISUL ALIMENTOS E REFEICOES LTDA,52041000,-8.0358793,-34.8968266,ENCRUZILHADA,"RUA DR JOSE MARIA, SN"
CONI MAIS,BE ANGELIM RESTAURANTE LTDA,51030450,-8.1327291,-34.9049073,BOA VIAGEM,"RUA FELICIANO JOSE DE FARIAS, 110"
CONI MOVEL,CONI MOVEL TEMAKERIA LTDA,52050020,-8.0364241,-34.9017931,JAQUEIRA,"AVENIDA CONSELHEIRO ROSA E SILVA, 1550"
CONI MOVEL TEMAKERIA,CONI MOVEL TEMAKERIA BOA VIAGEM LTDA,51021330,-8.124331,-34.9022336,BOA VIAGEM,"RUA ERNESTO DE PAULA SANTOS, S/N"
CONILON COFFEE BAR,FF CAFES ESPECIAIS LTDA,51021350,-8.1263243,-34.8992614,BOA VIAGEM,"RUA CARLOS PEREIRA FALCAO, 121"
CONIMAIS,BM ANGELIM RESTAURANTE LTDA,50710435,-8.0491621,-34.9066755,MADALENA,"RUA JOSE BONIFACIO, 205"
CORACAO DE ESTUDANTE,CORACAO DE ESTUDANTE SELF SERVICE LTDA,50740520,-8.0463962,-34.9514697,CIDADE UNIVERSITARIA,"AVENIDA PROFESSOR ARTUR SA, 170"
CORDIAL,RAQUEL A. DA SILVA CORDIAL RESTAURANTE,50070900,-8.0599914,-34.8892527,BOA VISTA,"AVENIDA MANOEL BORBA 1000, 580"
CORDIAL RESTAURANTE 2,CORDIAL RESTAURANTE LTDA,50070070,-8.0592538,-34.8942055,BOA VISTA,"RUA DOM BOSCO, 767"
CORISCO & DADA BAR & RESTAURANTES,CRISLLAYNE E GLAUBHER RESTAURANTES LTDA,52051432,-8.0287586,-34.9221334,CASA AMARELA,"RUA ENGENHEIRO OSCAR FERREIRA, 336"
COSA NOSTRA MASSAS,AVS GOURMET SERVICOS DE RESTAURANTE E DELIVERY LTDA,52041065,-8.0353118,-34.8985232,ROSARINHO,"RUA DOUTOR JOSE MARIA, 836"
COSTA DOURADA,ALP ALIMENTACAO LTDA,51021330,-8.124291,-34.9030461,BOA VIAGEM,"RUA ERNESTO DE PAULA SANTOS Q N L 08, S/N"
COSTA II RESTAURANTE,COSTA II RESTAURANTE LTDA,51021530,-8.1303089,-34.9062854,BOA VIAGEM,"RUA PADRE LUIZ MARQUES TEIXEIRA, 55"
COSTELA DO GAUCHO,ISABELLA XAVIER VIVIANN RESTAURANTE COSTELA DO GAUCHO,52021050,-8.040363,-34.8876608,ESPINHEIRO,"RUA MARQUES DO PARANA, 426"
COSTELA DO MATUTO,VALQUIRIA CRISTINA DE SOUZA BAR E RESTAURANTE,50610560,-8.0521759,-34.9076897,MADALENA,"RUA DOUTOR ARTUR GONCALVES, 98"
COSTELAS E GALETOS,COSTELAS E GALETOS CHURRASCARIA BAR LTDA,52031080,-8.0339429,-34.881257,CAMPO GRANDE,"RUA ODORICO MENDES, 188"
